campaign_id,campaign_name,campaign_type,target_audience,channel,date,spend,views,clicks,conversions,revenue
BF_2025,Black Friday,Seasonal Sale,Adults,LinkedIn,2025-11-28,3526.88,63706.0,3381.0,909.0,79087.24
HP_2025,Holiday Prep,Seasonal Education ,Adults,Email,2025-10-28,4246.94,17628.0,2663.0,1318.0,87872.91
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-03-26,5338.84,32337.0,1885.0,1355.0,110794.38
SS_2025 ,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-06-21,5588.32,122943.0,6394.0,757.0,41296.25
SCA_2025,Skin Cancer Awareness,Educational Awareness,Seniors,YouTube,2025-05-22,12889.05,687529.0,10295.0,158.0,5899.57
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok,2025-05-10,5067.75,368092.0,27441.0,2900.0,
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-03-18,1961.84,13473.0,319.0,34.0,3210.08
SCA_2025,Skin Cancer Awareness,Educational Awareness,Young Adults,TikTok,2025-05-13,19583.61,1765590.0,61543.0,465.0,9587.08
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-02-25,6233.48,133875.0,6839.0,79.0,3978.77
HP_2025,Holiday Prep,Seasonal Education,Adults,Email,2025-10-29,5589.11,19550.0,1559.0,596.0,38096.43
PL_2025,Product Launch,Product Launch,Young Adults,Facebook,2025-02-06,6395.24,,6865.0,278.0,21104.77
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,26/01/2025,5792.12,40480.0,3675.0,859.0,67232.27
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Instagram,2025-04-08,3610.56,25741.0,1242.0,79.0,4459.91
PL_2025,Product Launch,Product Launch,Seniors,LinkedIn,2025-03-22,8755.78,78456.0,3625.0,458.0,50570.22
PL_2025,Product Launch,Product Launch,Young Adults,Instagram,2025-01-28,7097.39,146713.0,6436.0,234.0,22287.01
HP_2025,Holiday Prep,Seasonal Education,Parents,Facebook,2025-10-31,5708.33,39223.0,2187.0,696.0,60025.31
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,TikTok,2025-08-07,6551.31,416916.0,24661.0,287.0,10590.14
SS_2025,Summer Sale,Seasonal Sale,Parents,Facebook,2025-07-16,9031.85,63675.0,2412.0,172.0,9750.49
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-05-22,4405.26,68040.0,3270.0,69.0,8392.61
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-03-04,8265.42,44626.0,1054.0,25.0,1878.72
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-02-01,8274.96,55069.0,2916.0,2265.0,121832.76
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-04-08,3454.12,11257.0,245.0,57.0,7941.2
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-05-08,4606.96,51641.0,1696.0,25.0,
SS_2025,Summer Sale,Seasonal Sale,Adults,Email,2025-05-21,7969.75,26586.0,1223.0,640.0,34713.17
AAR_2025,Anti-Aging Routine,Product Education,Adults ,Email,2025-03-04,3939.91,13895.0,247.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-01-31,8003.29,94918.0,5133.0,1095.0,119907.4
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-05-28,7138.53,75799.0,1654.0,289.0,18360.52
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-03-02,7888.26,195183.0,5666.0,294.0,21563.62
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok,2025-04-17,10685.56,2353057.0,159634.0,2071.0,119727.02
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-04-06,3841.43,22184.0,608.0,128.0,15857.07
BF_2025,Black Friday,Seasonal Sale,Young Adults,Instagram,2025-11-27,32051.19,1118687.0,101315.0,23208.0,1226156.56
AAR_2025,Anti-Aging Routine,Product Education,Seniors, Email,2025-05-29,5089.1,10914.0,548.0,300.0,37789.07
PL_2025,Product Launch,Product Launch,Young Adults,Facebook,2025-01-30,13765.3,,53471.0,2539.0,251667.37
NF_2025,Nature First,Brand Image,Gen Z,Instagram,2025-02-26,4292.89,103669.0,7150.0,122.0,7055.97
SS_2025,Summer Sale,Seasonal Sale,Parents,Email,2025-05-29,9522.1,68015.0,5479.0,2572.0,182774.35
AAR_2025,Anti-Aging Routine,Product Education,Seniors,LinkedIn,2025-05-10,3156.0,23681.0,339.0,112.0,10988.35
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-05-06,4979.97,46270.0,2472.0,44.0,3257.17
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Instagram,2025-07-18,3771.9,130438.0,18059.0,731.0,20772.07
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Instagram,2025-07-10,,218857.0,8642.0,197.0,8316.37
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,LinkedIn,2025-07-21,8669.87,157430.0,5025.0,629.0,23520.73
SS_2025,Summer Sale,Seasonal Sale,Parents,Facebook,2025-06-13,4002.49,65740.0,5429.0,764.0,35272.68
NF_2025,Nature First,Brand Image,Gen Z,YouTube,2025-03-27,5038.72,64620.0,1437.0,52.0,3754.91
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-01-27,5213.59,31284.0,1101.0,97.0,10133.94
SS_2025,Summer Sale,Seasonal Sale,Gen Z,TikTok,2025-07-28,1933.01,71312.0,6705.0,274.0,14074.99
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-03-16,2550.13,14292.0,930.0,661.0,65006.27
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,Instagram,2025-04-24,7844.48,352527.0,31376.0,2205.0,57706.26
SS_2025,Summer Sale,Seasonal Sale,Parents,Email,2025-06-23,2096.15,14470.0,598.0,82.0,5888.16
SS_2025,Summer Sale,Seasonal Sale, Gen Z,TikTok,2025-07-08,6942.28,239159.0,0.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-06-04,5094.41,56245.0,2075.0,130.0,15700.69
SS_2025,Summer Sale,Seasonal Sale,Gen Z,YouTube,2025-06-20,11743.46,713406.0,25842.0,1127.0,69623.15
AAR_2025,Anti-Aging Routine,Product Education,Adults,LinkedIn,2025-05-24,3235.2,20677.0,1758.0,524.0,40196.16
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-03-13,5484.5,38932.0,746.0,214.0,19339.82
SS_2025,Summer Sale,Seasonal Sale,Young Adults,YouTube,2025-06-26,4359.4,159178.0,16234.0,1693.0,113442.04
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-03-01,6976.16,59834.0,973.0,46.0,3366.19
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-03-13,3026.19,17140.0,919.0,148.0,9257.66
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-02-20,5335.19,42141.0,1055.0,,1327.2
SS_2025,Summer Sale,Seasonal Sale,Adults,LinkedIn,2025-06-30,3008.63,15108.0,528.0,64.0,4364.87
 SCA_2025,Skin Cancer Awareness,Educational Awareness,Seniors,LinkedIn,2025-05-27,13244.44,295570.0,11575.0,241.0,9535.46
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Instagram,2025-04-21,11616.59,1150386.0,47067.0,1295.0,48801.6
AAR_2025,Anti-Aging Routine,Product Education,Adults,Email,2025-02-19,7163.46,29566.0,1266.0,318.0,35883.36
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,YouTube,2025-06-29,13000.59,1168604.0,85530.0,4398.0,171451.43
SCA_2025,Skin Cancer Awareness,Educational Awareness,Adults,LinkedIn,2025-05-11,9801.29,332235.0,12679.0,125.0,5412.59
PL_2025,Product Launch,Product Launch,Young Adults,TikTok,2025-03-25,9798.82,776751.0,,284.0,27031.21
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Facebook,2025-05-20,3859.03,60912.0,2127.0,,26286.27
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-03-05,5281.15,107373.0,2992.0,250.0,17679.52
HP_2025, Holiday Prep,Seasonal Education,Seniors,Email,2025-11-12,4812.22,5084.0,291.0,100.0,7899.68
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Facebook,2025-06-28,3439.83,203945.0,15422.0,496.0,11169.44
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-03-03,3225.8,71715.0,1613.0,164.0,11666.83
NF_2025,Nature First,Brand Image,Gen Z,YouTube,2025-03-22,,352032.0,14259.0,,39943.64
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Email,2025-07-25,3914.69,77819.0,8772.0,585.0,
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Instagram,2025-05-14,253986.09,17084379.0,2704112.0,140574.0,3363382.54
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-01-23,4203.14,15551.0,478.0,78.0,7136.74
PL_2025,Product Launch,Product Launch,Adults,YouTube,2025-02-22,35912.05,662792.0,30968.0,317.0,28735.14
HP_2025,Holiday Prep,Seasonal Education,Seniors,Facebook,2025-10-31,3546.35,29310.0,765.0,303.0,24309.8
SS_2025,Summer Sale,Seasonal Sale,Adults,Facebook,2025-06-25,3948.62,75199.0,1970.0,420.0,32163.85
SS_2025,Summer Sale,Seasonal Sale,Gen Z,TikTok,2025-07-18,3818.52,175471.0,4133.0,207.0,13196.44
PL_2025,Product Launch,Product Launch, Adults,Instagram,2025-03-05,16060.16,682704.0,28562.0,1172.0,93479.37
SS_2025,Summer Sale,Seasonal Sale,Parents,Facebook,2025-05-21,8330.95,136063.0,10898.0,1430.0,101412.33
PL_2025,Product Launch,Product Launch,Young Adults,TikTok,2025-03-19,13013.02,441852.0,15907.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Instagram,2025-02-13,4923.91,34888.0,0.0,0.0,0.0
HP_2025,Holiday Prep,Seasonal Education,Adults,Email,2025-11-14,5160.94,20695.0,1298.0,616.0,165077.02
SS_2025,Summer Sale,Seasonal Sale,Gen Z,Instagram,2025-05-19,3982.26,99559.0,0.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-03-02,2987.07,12437.0,357.0,44.0,4082.78
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-03-29,4285.35,17987.0,513.0,118.0,7990.58
PL_2025,Product Launch,Product Launch,Adults,Facebook,2025-03-10,5502.6,92262.0,5076.0,328.0,19130.46
PL_2025,Product Launch,Product Launch,Young Adults,YouTube,2025-02-17,27161.4,823262.0,33612.0,1496.0,129787.21
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-07-15,12105.95,110146.0,2466.0,275.0,15365.62
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-06-03,7241.97,23485.0,1130.0,226.0,27222.78
 TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok,2025-05-16,5458.06,671263.0,10803.0,188.0,7428.13
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-03-26,2751.71,21213.0,1344.0,628.0,51490.5
DBB_2025,Don't Burn for Beauty,Social Impact, Young Adults,TikTok,2025-07-22,7831.27,718310.0,27666.0,511.0,11672.43
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-04-27,5727.4,126574.0,5222.0,91.0,8071.28
